2008-04-18,2394.52,2412.78,2383.24,2402.97
2008-04-17,2347.32,2348.31,2327.66,2341.83
2008-04-16,2313.42,2352.21,2313.42,2350.11
2008-04-15,2287.43,2291.12,2266.29,2286.04
2008-04-14,2287.02,2296.73,2274.91,2275.82
2008-04-11,2327.70,2328.45,2286.19,2290.24
2008-04-10,2326.78,2363.91,2324.39,2351.70
2008-04-09,2351.94,2353.54,2311.45,2322.12
2008-04-08,2353.58,2359.40,2337.84,2348.76
2008-04-07,2386.62,2390.04,2359.54,2364.83
2008-04-04,2366.91,2391.93,2351.76,2370.98
2008-04-03,2347.91,2373.99,2339.38,2363.30
2008-04-02,2363.42,2381.21,2347.78,2361.40
2008-04-01,2306.51,2362.75,2305.40,2362.75
2008-03-31,2265.15,2289.70,2260.59,2279.10
2008-03-28,2291.32,2304.71,2256.87,2261.18
2008-03-27,2315.04,2315.91,2280.47,2280.83
2008-03-26,2328.62,2331.18,2306.49,2324.36
2008-03-25,2329.16,2346.78,2312.06,2341.05
2008-03-24,2268.20,2336.70,2268.20,2326.75
2008-03-20,2220.50,2258.11,2208.12,2258.11
2008-03-19,2272.12,2280.90,2209.96,2209.96
2008-03-18,2215.61,2268.26,2206.81,2268.26
2008-03-17,2166.94,2200.53,2155.42,2177.01
2008-03-14,2271.21,2277.11,2191.75,2212.49
2008-03-13,2219.28,2272.55,2199.38,2263.61
2008-03-12,2259.97,2282.61,2241.38,2243.87
2008-03-11,2209.65,2255.76,2192.50,2255.76
2008-03-10,2211.14,2216.89,2168.67,2169.34
2008-03-07,2204.48,2242.50,2186.93,2212.49
2008-03-06,2265.67,2272.20,2219.33,2220.50
2008-03-05,2266.49,2290.01,2254.20,2272.81
2008-03-04,2244.21,2266.37,2221.09,2260.28
2008-03-03,2271.26,2275.75,2240.30,2258.60
2008-02-29,2309.06,2311.23,2264.97,2271.48
2008-02-28,2342.56,2352.88,2324.47,2331.57
2008-02-27,2329.16,2363.52,2326.34,2353.78
2008-02-26,2314.42,2361.10,2311.32,2344.99
2008-02-25,2303.41,2333.71,2294.38,2327.48
2008-02-22,2306.61,2308.76,2265.36,2303.35
2008-02-21,2344.08,2353.79,2294.77,2299.78
2008-02-20,2292.82,2331.70,2291.24,2327.10
2008-02-19,2348.98,2352.79,2300.10,2306.20
2008-02-15,2320.58,2329.17,2305.81,2321.80
2008-02-14,2376.22,2376.22,2328.59,2332.54
2008-02-13,2347.22,2373.93,2338.91,2373.93
2008-02-12,2333.31,2349.55,2305.83,2320.04
2008-02-11,2310.75,2326.23,2294.42,2320.06
2008-02-08,2290.50,2318.67,2280.27,2304.85
2008-02-07,2259.62,2318.52,2252.65,2293.03
2008-02-06,2327.18,2338.27,2277.27,2278.75
2008-02-05,2344.81,2359.43,2309.57,2309.57
2008-02-04,2413.42,2413.42,2382.09,2382.85
2008-02-01,2392.58,2419.23,2374.50,2413.36
2008-01-31,2317.11,2403.46,2313.52,2389.86
2008-01-30,2346.36,2396.00,2343.88,2349.00
2008-01-29,2360.43,2362.11,2332.00,2358.06
2008-01-28,2324.85,2349.91,2306.64,2349.91
2008-01-25,2402.80,2408.22,2322.56,2326.20
2008-01-24,2328.86,2361.89,2326.37,2360.92
2008-01-23,2226.77,2320.13,2202.54,2316.41
2008-01-22,2221.20,2318.60,2221.20,2292.27
2008-01-18,2365.56,2384.21,2323.29,2340.02
2008-01-17,2405.74,2416.51,2343.65,2346.90
2008-01-16,2390.56,2429.58,2361.22,2394.59
2008-01-15,2449.04,2455.29,2412.47,2417.59
2008-01-14,2470.87,2483.13,2455.34,2478.30
2008-01-11,2471.86,2473.95,2428.85,2439.94
2008-01-10,2452.12,2503.55,2446.80,2488.52
2008-01-09,2443.85,2474.55,2407.39,2474.55
2008-01-08,2506.97,2527.42,2440.51,2440.51
2008-01-07,2514.15,2521.62,2471.23,2499.46
2008-01-04,2571.08,2571.08,2502.68,2504.65
2008-01-03,2611.96,2624.27,2592.18,2602.68
2008-01-02,2653.91,2661.50,2597.81,2609.63
2007-12-31,2663.78,2668.61,2646.09,2652.28
2007-12-28,2693.36,2697.77,2661.79,2674.46
2007-12-27,2715.02,2717.12,2675.89,2676.79
2007-12-26,2702.82,2727.55,2698.48,2724.41
2007-12-24,2694.35,2715.77,2694.35,2713.50
2007-12-21,2676.85,2691.99,2671.59,2691.99
2007-12-20,2628.12,2640.88,2605.21,2640.86
2007-12-19,2593.33,2609.73,2583.32,2601.01
2007-12-18,2597.59,2604.38,2553.99,2596.03
2007-12-17,2623.23,2626.37,2574.46,2574.46
2007-12-14,2647.68,2671.88,2634.75,2635.74
2007-12-13,2651.45,2670.33,2641.57,2668.49
2007-12-12,2703.26,2712.59,2638.82,2671.14
2007-12-11,2723.09,2734.82,2650.22,2652.35
2007-12-10,2710.73,2727.84,2706.59,2718.95
2007-12-07,2710.33,2711.96,2695.96,2706.16
2007-12-06,2665.87,2709.10,2664.71,2709.03
2007-12-05,2648.96,2671.72,2647.41,2666.36
2007-12-04,2620.34,2636.01,2613.83,2619.83
2007-12-03,2654.91,2667.82,2636.96,2637.13
2007-11-30,2693.61,2696.24,2642.25,2660.96
2007-11-29,2653.36,2675.21,2648.49,2668.13
2007-11-28,2607.33,2667.93,2606.86,2662.91
2007-11-27,2557.98,2585.93,2546.37,2580.80
2007-11-26,2599.82,2613.69,2539.81,2540.99
2007-11-23,2578.99,2601.55,2567.58,2596.60
2007-11-21,2570.53,2597.17,2542.70,2562.15
2007-11-20,2603.53,2633.82,2554.32,2596.81
2007-11-19,2622.44,2628.15,2583.26,2593.38
2007-11-16,2631.81,2640.03,2596.59,2637.24
2007-11-15,2636.27,2652.65,2601.39,2618.51
2007-11-14,2698.03,2698.35,2636.32,2644.32
2007-11-13,2613.37,2673.65,2613.37,2673.65
2007-11-12,2619.41,2643.00,2583.00,2584.13
2007-11-09,2648.96,2668.79,2624.43,2627.94
2007-11-08,2748.40,2753.05,2648.03,2696.00
2007-11-07,2798.45,2810.19,2748.31,2748.76
2007-11-06,2809.81,2825.47,2780.22,2825.18
2007-11-05,2782.80,2807.51,2771.91,2795.18
2007-11-02,2812.79,2817.03,2773.82,2810.38
2007-11-01,2835.00,2835.63,2793.17,2794.83
2007-10-31,2827.80,2861.51,2815.67,2859.12
2007-10-30,2807.32,2828.82,2803.67,2816.71
2007-10-29,2815.16,2825.37,2805.25,2817.44
2007-10-26,2806.52,2810.31,2776.53,2804.19
2007-10-25,2777.59,2787.29,2733.08,2750.86
2007-10-24,2775.33,2781.96,2720.30,2774.76
2007-10-23,2775.52,2799.26,2758.53,2799.26
2007-10-22,2705.86,2755.47,2698.14,2753.93
2007-10-19,2799.32,2799.32,2725.16,2725.16
2007-10-18,2778.31,2803.26,2770.11,2799.31
2007-10-17,2801.66,2803.96,2755.26,2792.67
2007-10-16,2770.03,2781.80,2759.43,2763.91
2007-10-15,2809.17,2811.66,2764.68,2780.05
2007-10-12,2779.79,2806.18,2778.29,2805.68
2007-10-11,2824.55,2834.00,2757.76,2772.20
2007-10-10,2805.44,2813.67,2795.98,2811.61
2007-10-09,2793.95,2806.41,2784.52,2803.91
2007-10-08,2777.72,2787.37,2771.60,2787.37
2007-10-05,2754.68,2784.93,2749.85,2780.32
2007-10-04,2735.39,2735.52,2718.05,2733.57
2007-10-03,2734.32,2746.14,2721.23,2729.43
2007-10-02,2740.65,2747.11,2732.69,2747.11
2007-10-01,2704.25,2743.53,2704.25,2740.99
2007-09-28,2709.65,2716.75,2692.02,2701.50
2007-09-27,2711.82,2712.79,2702.02,2709.59
2007-09-26,2696.53,2709.23,2689.59,2699.03
2007-09-25,2658.53,2683.92,2656.33,2683.45
2007-09-24,2676.42,2692.16,2660.52,2667.95
2007-09-21,2670.75,2678.69,2666.32,2671.22
2007-09-20,2659.58,2669.43,2648.07,2654.29
2007-09-19,2665.89,2683.02,2654.90,2666.48
2007-09-18,2592.96,2651.66,2583.14,2651.66
2007-09-17,2594.04,2596.09,2575.36,2581.66
2007-09-14,2582.15,2603.63,2577.73,2602.18
2007-09-13,2607.13,2612.70,2589.41,2601.06
2007-09-12,2592.83,2612.18,2590.38,2592.07
2007-09-11,2573.28,2598.94,2572.86,2597.47
2007-09-10,2581.78,2588.88,2536.93,2559.11
2007-09-07,2581.48,2584.28,2556.59,2565.70
2007-09-06,2615.74,2620.89,2595.52,2614.32
2007-09-05,2618.28,2621.54,2596.70,2605.95
2007-09-04,2596.38,2644.45,2596.38,2630.24
2007-08-31,2596.19,2603.11,2579.79,2596.36
2007-08-30,2545.08,2587.86,2542.48,2565.30
2007-08-29,2518.82,2563.16,2512.60,2563.16
2007-08-28,2546.39,2548.06,2500.55,2500.64
2007-08-27,2570.41,2573.83,2557.48,2561.25
2007-08-24,2539.65,2576.69,2534.64,2576.69
2007-08-23,2562.41,2565.35,2530.57,2541.70
2007-08-22,2542.99,2554.90,2533.74,2552.80
2007-08-21,2502.31,2529.66,2500.66,2521.30
2007-08-20,2511.07,2516.31,2487.44,2508.59
2007-08-17,2510.38,2524.96,2466.36,2505.03
2007-08-16,2440.91,2460.50,2386.69,2451.07
2007-08-15,2492.76,2520.39,2457.89,2458.83
2007-08-14,2549.26,2552.49,2499.12,2499.12
2007-08-13,2566.60,2572.51,2541.35,2542.24
2007-08-10,2529.54,2569.25,2503.16,2544.89
2007-08-09,2573.03,2615.93,2556.49,2556.49
2007-08-08,2582.60,2627.75,2582.60,2612.98
2007-08-07,2532.78,2577.81,2523.44,2561.60
2007-08-06,2524.87,2547.33,2491.96,2547.33
2007-08-03,2572.92,2575.58,2511.12,2511.25
2007-08-02,2557.59,2579.28,2553.14,2575.98
2007-08-01,2538.50,2557.11,2515.81,2553.87
2007-07-31,2606.32,2607.45,2545.90,2546.27
2007-07-30,2568.14,2592.00,2552.31,2583.28
2007-07-27,2599.87,2608.99,2562.06,2562.24
2007-07-26,2620.75,2632.46,2563.81,2599.34
2007-07-25,2660.19,2665.81,2628.15,2648.17
2007-07-24,2673.70,2682.40,2634.03,2639.86
2007-07-23,2698.49,2705.03,2688.41,2690.58
2007-07-20,2709.99,2710.32,2674.64,2687.60
2007-07-19,2716.66,2724.74,2710.84,2720.04
2007-07-18,2695.28,2699.87,2674.26,2699.49
2007-07-17,2702.10,2719.94,2701.56,2712.29
2007-07-16,2703.40,2712.13,2693.71,2697.33
2007-07-13,2696.96,2707.64,2694.09,2707.00
2007-07-12,2662.76,2701.73,2662.52,2701.73
2007-07-11,2637.12,2652.34,2631.89,2651.79
2007-07-10,2657.87,2662.55,2637.66,2639.16
2007-07-09,2668.99,2672.59,2660.65,2670.02
2007-07-06,2656.30,2667.97,2649.05,2666.51
2007-07-05,2646.30,2658.01,2637.78,2656.65
2007-07-03,2636.71,2644.95,2635.00,2644.95
2007-07-02,2617.39,2632.30,2614.84,2632.30
2007-06-29,2619.94,2626.56,2590.09,2603.23
2007-06-28,2606.14,2624.60,2604.60,2608.37
2007-06-27,2563.83,2605.92,2560.45,2605.35
2007-06-26,2589.22,2590.89,2566.34,2574.16
2007-06-25,2590.59,2605.87,2568.50,2577.08
2007-06-22,2610.36,2612.75,2583.24,2588.96
2007-06-21,2597.65,2618.54,2586.05,2616.96
2007-06-20,2632.20,2634.60,2599.63,2599.96
2007-06-19,2620.31,2631.30,2612.42,2626.76
2007-06-18,2631.34,2631.45,2617.66,2626.60
2007-06-15,2625.33,2630.51,2620.72,2626.71
2007-06-14,2584.14,2604.76,2583.93,2599.41
2007-06-13,2558.47,2582.31,2556.72,2582.31
2007-06-12,2560.41,2576.89,2547.99,2549.77
2007-06-11,2569.64,2584.82,2566.84,2572.15
2007-06-08,2541.14,2573.74,2534.97,2573.54
2007-06-07,2577.37,2585.73,2541.38,2541.38
2007-06-06,2599.56,2599.56,2578.81,2587.18
2007-06-05,2611.16,2613.31,2595.01,2611.23
2007-06-04,2606.05,2619.75,2604.85,2618.29
2007-06-01,2614.01,2626.40,2608.69,2613.92
2007-05-31,2599.47,2607.90,2594.29,2604.52
2007-05-30,2556.17,2592.59,2551.68,2592.59
2007-05-29,2561.04,2576.36,2558.40,2572.06
2007-05-25,2547.41,2560.03,2544.46,2557.19
2007-05-24,2577.21,2585.73,2531.28,2537.92
2007-05-23,2592.62,2600.94,2576.23,2577.05
2007-05-22,2580.04,2593.03,2573.95,2588.02
2007-05-21,2560.93,2587.87,2560.85,2578.79
2007-05-18,2548.07,2559.03,2540.67,2558.45
2007-05-17,2544.32,2547.71,2535.47,2539.38
2007-05-16,2532.71,2547.42,2519.35,2547.42
2007-05-15,2544.67,2557.78,2523.83,2525.29
2007-05-14,2564.05,2568.93,2537.92,2546.44
2007-05-11,2541.66,2562.45,2539.67,2562.22
2007-05-10,2564.80,2570.73,2533.12,2533.74
2007-05-09,2557.63,2579.98,2555.71,2576.34
2007-05-08,2563.18,2571.75,2551.15,2571.75
2007-05-07,2572.64,2580.06,2569.22,2570.95
2007-05-04,2574.50,2577.96,2561.73,2572.15
2007-05-03,2560.85,2569.80,2555.84,2565.46
2007-05-02,2531.96,2562.78,2531.96,2557.84
2007-05-01,2529.95,2532.37,2510.57,2531.53
2007-04-30,2558.05,2558.75,2525.09,2525.09
2007-04-27,2554.48,2562.99,2550.10,2557.21
2007-04-26,2551.49,2560.64,2544.12,2554.46
2007-04-25,2533.54,2551.39,2523.84,2547.89
2007-04-24,2528.39,2529.48,2509.26,2524.54
2007-04-23,2525.77,2531.40,2518.47,2523.67
2007-04-20,2525.23,2532.24,2515.24,2526.39
2007-04-19,2497.22,2515.95,2490.34,2505.35
2007-04-18,2507.34,2518.21,2499.65,2510.50
2007-04-17,2519.12,2522.07,2510.60,2516.95
2007-04-16,2500.55,2519.03,2500.55,2518.33
2007-04-13,2479.69,2491.94,2468.23,2491.94
2007-04-12,2455.72,2480.41,2448.71,2480.32
2007-04-11,2477.76,2478.51,2452.05,2459.31
2007-04-10,2468.13,2479.46,2468.03,2477.61
2007-04-09,2478.02,2478.68,2464.57,2469.18
2007-04-05,2457.65,2471.34,2455.60,2471.34
2007-04-04,2451.94,2461.49,2448.69,2458.69
2007-04-03,2432.30,2456.17,2432.30,2450.33
2007-04-02,2425.36,2427.94,2409.04,2422.26
2007-03-30,2419.91,2432.20,2403.01,2421.64
2007-03-29,2432.50,2433.04,2396.83,2417.88
2007-03-28,2427.19,2434.32,2413.09,2417.10
2007-03-27,2448.92,2450.03,2435.19,2437.43
2007-03-26,2451.60,2455.63,2428.00,2455.63
2007-03-23,2451.83,2459.96,2447.81,2448.93
2007-03-22,2457.06,2457.37,2442.51,2451.74
2007-03-21,2415.54,2455.92,2405.39,2455.92
2007-03-20,2394.82,2412.64,2393.19,2408.21
2007-03-19,2384.66,2399.80,2381.55,2394.41
2007-03-16,2376.82,2385.32,2364.36,2372.66
2007-03-15,2371.02,2382.62,2367.74,2378.70
2007-03-14,2350.94,2371.74,2331.57,2371.74
2007-03-13,2388.86,2395.98,2350.57,2350.57
2007-03-12,2385.14,2404.02,2384.39,2402.29
2007-03-09,2403.13,2404.80,2375.57,2387.55
2007-03-08,2396.55,2402.20,2382.00,2387.73
2007-03-07,2382.65,2388.78,2371.92,2374.64
2007-03-06,2363.15,2390.14,2361.27,2385.14
2007-03-05,2368.00,2377.84,2340.40,2340.68
2007-03-02,2389.86,2401.26,2368.00,2368.00
2007-03-01,2377.18,2419.15,2359.44,2404.21
2007-02-28,2411.89,2431.86,2395.35,2416.15
2007-02-27,2468.74,2470.92,2402.36,2407.86
2007-02-26,2525.04,2525.98,2492.54,2504.52
2007-02-23,2522.53,2522.84,2506.95,2515.10
2007-02-22,2523.36,2531.42,2509.06,2524.94
2007-02-21,2503.54,2518.42,2500.96,2518.42
2007-02-20,2491.75,2514.22,2479.92,2513.04
2007-02-16,2491.48,2497.92,2482.66,2496.31
2007-02-15,2489.84,2498.37,2485.51,2497.10
2007-02-14,2468.04,2494.51,2468.04,2488.38
2007-02-13,2455.25,2464.56,2452.17,2459.88
2007-02-12,2460.63,2460.63,2444.68,2450.38
2007-02-09,2491.65,2496.52,2453.44,2459.82
2007-02-08,2484.50,2492.41,2477.71,2488.67
2007-02-07,2483.73,2495.27,2475.57,2490.50
2007-02-06,2475.78,2478.24,2454.60,2471.49
2007-02-05,2475.03,2481.57,2466.18,2470.60
2007-02-02,2474.19,2478.41,2466.56,2475.88
2007-02-01,2474.08,2481.38,2458.71,2468.38
2007-01-31,2443.33,2471.20,2433.76,2463.93
2007-01-30,2446.66,2451.00,2437.42,2448.64
2007-01-29,2434.64,2451.83,2431.31,2441.09
2007-01-26,2441.10,2443.44,2418.61,2435.49
2007-01-25,2469.27,2470.51,2430.56,2434.24
2007-01-24,2443.01,2466.28,2440.82,2466.28
2007-01-23,2428.26,2447.03,2425.98,2431.41
2007-01-22,2454.50,2454.66,2422.92,2431.07
2007-01-19,2437.63,2453.79,2435.68,2451.31
2007-01-18,2475.33,2475.80,2438.11,2443.21
2007-01-17,2487.89,2496.93,2475.83,2479.42
2007-01-16,2504.56,2508.93,2493.92,2497.78
2007-01-12,2481.72,2502.82,2481.54,2502.82
2007-01-11,2464.89,2489.46,2463.39,2484.85
2007-01-10,2434.04,2461.34,2427.90,2459.33
2007-01-09,2443.26,2449.87,2423.56,2443.83
2007-01-08,2435.25,2445.63,2421.13,2438.20
2007-01-05,2445.07,2445.07,2420.59,2434.25
2007-01-04,2423.82,2460.51,2413.75,2453.43
2007-01-03,2429.72,2454.62,2394.66,2423.16
2006-12-29,2423.03,2437.38,2413.43,2415.29
2006-12-28,2425.32,2432.48,2420.91,2425.57
2006-12-27,2418.78,2432.73,2418.78,2431.22
2006-12-26,2398.22,2414.21,2397.68,2413.51
2006-12-22,2415.98,2416.49,2400.72,2401.18
2006-12-21,2430.14,2433.13,2408.99,2415.85
2006-12-20,2432.00,2443.34,2426.41,2427.61
2006-12-19,2420.08,2437.33,2408.85,2429.55
2006-12-18,2462.43,2470.95,2428.66,2435.57
2006-12-15,2467.36,2470.02,2455.24,2457.20
2006-12-14,2435.75,2461.31,2435.75,2453.85
2006-12-13,2444.12,2444.12,2423.87,2432.41
2006-12-12,2443.03,2444.72,2419.32,2431.60
2006-12-11,2437.36,2453.22,2429.97,2442.86
2006-12-08,2423.67,2447.03,2416.77,2437.36
2006-12-07,2449.64,2454.91,2427.69,2427.69
2006-12-06,2447.54,2451.86,2436.47,2445.86
2006-12-05,2455.70,2459.51,2445.14,2452.38
2006-12-04,2420.92,2455.67,2420.60,2448.39
2006-12-01,2430.75,2434.39,2392.95,2413.21
2006-11-30,2430.75,2441.35,2419.23,2431.77
2006-11-29,2422.91,2436.61,2414.80,2432.23
2006-11-28,2397.32,2414.08,2390.10,2412.61
2006-11-27,2454.17,2454.64,2405.89,2405.92
2006-11-24,2449.73,2468.42,2449.32,2460.26
2006-11-22,2463.21,2467.20,2450.64,2465.98
2006-11-21,2454.65,2456.60,2445.04,2454.84
2006-11-20,2441.16,2457.14,2437.84,2452.72
2006-11-17,2439.63,2445.86,2431.79,2445.86
2006-11-16,2447.09,2453.35,2438.04,2449.06
2006-11-15,2430.14,2452.56,2429.68,2442.75
2006-11-14,2408.05,2430.83,2394.62,2430.66
2006-11-13,2389.52,2408.91,2387.88,2406.38
2006-11-10,2378.26,2389.72,2373.62,2389.72
2006-11-09,2399.28,2401.33,2370.60,2376.01
2006-11-08,2363.92,2393.47,2358.44,2384.94
2006-11-07,2366.01,2391.34,2363.64,2375.88
2006-11-06,2341.66,2371.81,2341.66,2365.95
2006-11-03,2339.04,2343.98,2316.82,2330.79
2006-11-02,2324.48,2339.13,2320.84,2334.02
2006-11-01,2373.49,2375.53,2330.57,2334.35
2006-10-31,2368.75,2374.64,2355.95,2366.71
2006-10-30,2347.21,2371.06,2341.03,2363.77
2006-10-27,2375.17,2377.34,2347.07,2350.62
2006-10-26,2361.09,2379.29,2347.88,2379.10
2006-10-25,2346.77,2359.76,2338.65,2356.59
2006-10-24,2352.49,2356.03,2335.91,2344.84
2006-10-23,2338.15,2364.20,2330.61,2355.56
2006-10-20,2340.94,2349.36,2329.13,2342.30
2006-10-19,2332.54,2345.24,2324.43,2340.94
2006-10-18,2355.42,2362.09,2330.49,2337.15
2006-10-17,2354.07,2354.07,2329.80,2344.95
2006-10-16,2359.19,2368.11,2358.01,2363.84
2006-10-13,2344.70,2360.23,2341.40,2357.29
2006-10-12,2318.28,2346.29,2318.28,2346.18
2006-10-11,2304.67,2322.07,2292.29,2308.27
2006-10-10,2314.12,2319.06,2302.24,2315.43
2006-10-09,2297.82,2317.42,2295.25,2311.77
2006-10-06,2296.15,2306.28,2289.99,2299.99
2006-10-05,2289.53,2306.35,2287.61,2306.34
2006-10-04,2239.88,2290.98,2239.26,2290.95
2006-10-03,2233.01,2251.86,2224.21,2243.65
2006-10-02,2257.00,2262.67,2235.68,2237.60
2006-09-29,2273.30,2273.30,2257.98,2258.43
2006-09-28,2266.93,2273.12,2252.91,2270.02
2006-09-27,2256.17,2271.00,2254.37,2263.39
2006-09-26,2247.72,2261.78,2243.67,2261.34
2006-09-25,2227.37,2253.45,2212.02,2249.07
2006-09-22,2233.55,2233.55,2210.13,2218.93
2006-09-21,2257.54,2261.47,2232.89,2237.75
2006-09-20,2242.11,2257.28,2242.11,2252.89
2006-09-19,2239.86,2239.86,2202.93,2222.37
2006-09-18,2232.99,2247.47,2228.52,2235.75
2006-09-15,2243.28,2247.16,2227.72,2235.59
2006-09-14,2221.73,2230.97,2218.86,2228.73
2006-09-13,2214.80,2229.18,2211.14,2227.67
2006-09-12,2174.61,2217.28,2174.61,2215.82
2006-09-11,2152.12,2180.39,2147.44,2173.25
2006-09-08,2160.02,2168.44,2154.55,2165.79
2006-09-07,2160.05,2174.80,2149.36,2155.29
2006-09-06,2189.70,2190.26,2167.63,2167.84
2006-09-05,2192.94,2207.55,2184.42,2205.70
2006-09-01,2194.56,2198.58,2182.93,2193.16
2006-08-31,2189.17,2193.34,2181.77,2183.75
2006-08-30,2175.07,2188.55,2167.48,2185.73
2006-08-29,2161.96,2173.88,2145.22,2172.30
2006-08-28,2140.52,2164.22,2139.57,2160.70
2006-08-25,2132.17,2152.92,2129.25,2140.29
2006-08-24,2142.34,2144.33,2122.65,2137.11
2006-08-23,2152.91,2160.11,2126.75,2134.66
2006-08-22,2145.31,2162.68,2140.63,2150.02
2006-08-21,2151.91,2153.53,2140.81,2147.75
2006-08-18,2157.14,2165.47,2138.45,2163.95
2006-08-17,2144.30,2168.11,2141.56,2157.61
2006-08-16,2127.06,2149.54,2120.11,2149.54
2006-08-15,2092.49,2115.01,2089.60,2115.01
2006-08-14,2073.01,2092.66,2067.69,2069.04
2006-08-11,2066.23,2066.23,2049.84,2057.71
2006-08-10,2052.98,2076.35,2048.22,2071.74
2006-08-09,2085.56,2097.76,2056.77,2060.28
2006-08-08,2079.52,2083.90,2054.13,2060.85
2006-08-07,2079.45,2079.45,2064.94,2072.50
2006-08-04,2107.83,2119.01,2068.80,2085.05
2006-08-03,2064.56,2099.81,2060.91,2092.34
2006-08-02,2069.91,2089.00,2069.58,2078.81
2006-08-01,2080.34,2080.34,2052.75,2061.99
2006-07-31,2087.86,2098.24,2082.62,2091.47
2006-07-28,2065.28,2094.95,2065.06,2094.14
2006-07-27,2082.57,2093.14,2052.02,2054.47
2006-07-26,2066.46,2083.96,2053.64,2070.46
2006-07-25,2060.38,2080.11,2055.34,2073.90
2006-07-24,2030.49,2061.84,2030.49,2061.84
2006-07-21,2035.26,2035.78,2014.07,2020.39
2006-07-20,2083.83,2084.24,2038.71,2039.42
2006-07-19,2037.68,2086.07,2037.10,2080.71
2006-07-18,2043.18,2052.53,2012.78,2043.22
2006-07-17,2034.76,2050.65,2028.30,2037.72
2006-07-14,2053.88,2056.53,2027.11,2037.35
2006-07-13,2076.39,2090.24,2054.10,2054.11
2006-07-12,2121.71,2128.86,2090.23,2090.24
2006-07-11,2110.42,2129.47,2095.69,2128.86
2006-07-10,2135.96,2142.36,2109.18,2116.93
2006-07-07,2146.89,2155.09,2126.64,2130.06
2006-07-06,2156.30,2168.54,2148.21,2155.09
